name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,nonzero_mean,grp
EFO:0009318 DNase-seq,.,DNase-seq,EFO:0009318,HFFc6,cell_line,newborn,encode,paired,False,0.5453643202781677,
EFO:0009500 DNase-seq,.,DNase-seq,EFO:0009500,HCEC 1CT,cell_line,unknown,encode,paired,False,0.6607038378715515,
EFO:0009747 DNase-seq,.,DNase-seq,EFO:0009747,WTC11,cell_line,adult,encode,paired,False,0.541504979133606,
NTR:0000474 DNase-seq,.,DNase-seq,NTR:0000474,ecto neural progenitor cell,in_vitro_differentiated_cells,embryonic,encode,paired,False,0.5599417090415955,
NTR:0000491 DNase-seq,.,DNase-seq,NTR:0000491,Right ventricle myocardium inferior,tissue,adult,encode,paired,False,3.2410683631896973,HEART
NTR:0000492 DNase-seq,.,DNase-seq,NTR:0000492,Right ventricle myocardium superior,tissue,adult,encode,paired,False,1.5690189599990845,HEART
NTR:0000493 DNase-seq,.,DNase-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,encode,paired,False,1.6126317977905273,HEART
NTR:0000494 DNase-seq,.,DNase-seq,NTR:0000494,left ventricle myocardium superior,tissue,adult,encode,paired,False,1.6449697017669678,HEART
NTR:0000512 DNase-seq,.,DNase-seq,NTR:0000512,nephron progenitor cell,in_vitro_differentiated_cells,embryonic,encode,paired,False,0.7815791368484497,
NTR:0000521 DNase-seq,.,DNase-seq,NTR:0000521,fibroblast of skin of left biceps,primary_cell,embryonic,encode,single,False,2.447565793991089,
NTR:0000522 DNase-seq,.,DNase-seq,NTR:0000522,fibroblast of skin of left quadriceps,primary_cell,embryonic,encode,single,False,1.9251389503479004,
NTR:0000523 DNase-seq,.,DNase-seq,NTR:0000523,fibroblast of skin of right quadriceps,primary_cell,embryonic,encode,paired,False,0.6511805057525635,
NTR:0000524 DNase-seq,.,DNase-seq,NTR:0000524,fibroblast of skin of scalp,primary_cell,embryonic,encode,paired,False,0.9233055114746094,
NTR:0000525 DNase-seq,.,DNase-seq,NTR:0000525,fibroblast of skin of right biceps,primary_cell,embryonic,encode,paired,False,0.7713181376457214,
NTR:0000856 DNase-seq,.,DNase-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,encode,single,False,0.5820455551147461,
NTR:0001484 DNase-seq,.,DNase-seq,NTR:0001484,islet precursor cell,in_vitro_differentiated_cells,embryonic,encode,paired,False,0.6271908283233643,
UBERON:0000056 DNase-seq,.,DNase-seq,UBERON:0000056,ureter,tissue,adult,encode,paired,False,0.7453031539916992,
UBERON:0000059 DNase-seq,.,DNase-seq,UBERON:0000059,large intestine,tissue,embryonic,encode,single,False,0.3893989026546478,INTESTINE
UBERON:0000317 DNase-seq,.,DNase-seq,UBERON:0000317,colonic mucosa,tissue,child,encode,paired,False,0.6837869882583618,INTESTINE
UBERON:0000473 DNase-seq,.,DNase-seq,UBERON:0000473,testis,tissue,adult,encode,paired,False,0.9270487427711487,
UBERON:0000945 DNase-seq,.,DNase-seq,UBERON:0000945,stomach,tissue,adult,encode,paired,False,0.9069320559501648,
UBERON:0000947 DNase-seq,.,DNase-seq,UBERON:0000947,aorta,tissue,adult,encode,paired,False,0.6485071778297424,ARTERY
UBERON:0000948 DNase-seq,.,DNase-seq,UBERON:0000948,heart,tissue,embryonic,encode,paired,False,0.7380961179733276,HEART
UBERON:0000955 DNase-seq,.,DNase-seq,UBERON:0000955,brain,tissue,embryonic,encode,paired,False,0.3288920521736145,BRAIN
UBERON:0000966 DNase-seq,.,DNase-seq,UBERON:0000966,retina,tissue,embryonic,encode,paired,False,0.5274835228919983,
UBERON:0000970 DNase-seq,.,DNase-seq,UBERON:0000970,eye,tissue,embryonic,encode,paired,False,0.26817503571510315,
UBERON:0000981 DNase-seq,.,DNase-seq,UBERON:0000981,femur,tissue,embryonic,encode,paired,False,0.9800584316253662,
UBERON:0000988 DNase-seq,.,DNase-seq,UBERON:0000988,pons,tissue,adult,encode,paired,False,0.4579213261604309,
UBERON:0000992 DNase-seq,.,DNase-seq,UBERON:0000992,ovary,tissue,adult,encode,paired,False,0.2674427926540375,
UBERON:0000995 DNase-seq,.,DNase-seq,UBERON:0000995,uterus,tissue,adult,encode,paired,False,0.5486983060836792,
UBERON:0001072 DNase-seq,.,DNase-seq,UBERON:0001072,posterior vena cava,tissue,adult,encode,paired,False,1.1472437381744385,
UBERON:0001114 DNase-seq,.,DNase-seq,UBERON:0001114,right lobe of liver,tissue,adult,encode,paired,False,0.47963228821754456,LIVER
UBERON:0001115 DNase-seq,.,DNase-seq,UBERON:0001115,left lobe of liver,tissue,adult,encode,paired,False,0.6450967192649841,
UBERON:0001150 DNase-seq,.,DNase-seq,UBERON:0001150,body of pancreas,tissue,adult,encode,paired,False,0.357327401638031,
UBERON:0001157 DNase-seq,.,DNase-seq,UBERON:0001157,transverse colon,tissue,adult,encode,paired,False,1.0917359590530396,INTESTINE
UBERON:0001159 DNase-seq,.,DNase-seq,UBERON:0001159,sigmoid colon,tissue,adult,encode,paired,False,0.9145393967628479,INTESTINE
UBERON:0001211 DNase-seq,.,DNase-seq,UBERON:0001211,Peyer's patch,tissue,adult,encode,paired,False,0.3851829171180725,
UBERON:0001224 DNase-seq,.,DNase-seq,UBERON:0001224,renal pelvis,tissue,embryonic,encode,single,False,2.1799817085266113,
UBERON:0001264 DNase-seq,.,DNase-seq,UBERON:0001264,pancreas,tissue,adult,encode,paired,False,0.29151973128318787,
UBERON:0001322 DNase-seq,.,DNase-seq,UBERON:0001322,sciatic nerve,tissue,adult,encode,paired,False,0.7888127565383911,
UBERON:0001323 DNase-seq,.,DNase-seq,UBERON:0001323,tibial nerve,tissue,adult,encode,paired,False,0.6753217577934265,
UBERON:0001383 DNase-seq,.,DNase-seq,UBERON:0001383,muscle of leg,tissue,embryonic,encode,single,False,0.5681041479110718,MUSCLE
UBERON:0001496 DNase-seq,.,DNase-seq,UBERON:0001496,ascending aorta,tissue,adult,encode,paired,False,0.7453764081001282,ARTERY
UBERON:0001499 DNase-seq,.,DNase-seq,UBERON:0001499,muscle of arm,tissue,embryonic,encode,single,False,1.5984889268875122,
UBERON:0001515 DNase-seq,.,DNase-seq,UBERON:0001515,thoracic aorta,tissue,adult,encode,paired,False,2.0039520263671875,ARTERY
UBERON:0001621 DNase-seq,.,DNase-seq,UBERON:0001621,coronary artery,tissue,adult,encode,paired,False,0.9081931710243225,ARTERY
UBERON:0001723 DNase-seq,.,DNase-seq,UBERON:0001723,tongue,tissue,embryonic,encode,paired,False,0.461385577917099,
UBERON:0001774 DNase-seq,.,DNase-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,encode,single,False,0.4869764447212219,MUSCLE
UBERON:0001870 DNase-seq,.,DNase-seq,UBERON:0001870,frontal cortex,tissue,adult,encode,single,False,0.9675334692001343,BRAIN
UBERON:0001874 DNase-seq,.,DNase-seq,UBERON:0001874,putamen,tissue,adult,encode,paired,False,1.0092743635177612,BRAIN
UBERON:0001875 DNase-seq,.,DNase-seq,UBERON:0001875,globus pallidus,tissue,adult,encode,paired,False,0.6928175687789917,
UBERON:0001954 DNase-seq,.,DNase-seq,UBERON:0001954,Ammon's horn,tissue,adult,encode,paired,False,0.5017354488372803,
UBERON:0001987 DNase-seq,.,DNase-seq,UBERON:0001987,placenta,tissue,embryonic,encode,paired,False,0.14548371732234955,
UBERON:0002037 DNase-seq,.,DNase-seq,UBERON:0002037,cerebellum,tissue,adult,encode,single,False,0.498566210269928,BRAIN
UBERON:0002046 DNase-seq,.,DNase-seq,UBERON:0002046,thyroid gland,tissue,adult,encode,paired,False,0.7914156913757324,
UBERON:0002048 DNase-seq,.,DNase-seq,UBERON:0002048,lung,tissue,embryonic,encode,paired,False,0.4275049567222595,LUNG
UBERON:0002078 DNase-seq,.,DNase-seq,UBERON:0002078,right cardiac atrium,tissue,adult,encode,paired,False,0.8271661996841431,HEART
UBERON:0002079 DNase-seq,.,DNase-seq,UBERON:0002079,left cardiac atrium,tissue,adult,encode,paired,False,1.5311051607131958,HEART
UBERON:0002080 DNase-seq,.,DNase-seq,UBERON:0002080,heart right ventricle,tissue,adult,encode,paired,False,0.6760692000389099,HEART
UBERON:0002084 DNase-seq,.,DNase-seq,UBERON:0002084,heart left ventricle,tissue,adult,encode,paired,False,0.3393922448158264,HEART
UBERON:0002099 DNase-seq,.,DNase-seq,UBERON:0002099,cardiac septum,tissue,adult,encode,paired,False,1.495876431465149,HEART
UBERON:0002106 DNase-seq,.,DNase-seq,UBERON:0002106,spleen,tissue,adult,encode,paired,False,0.8771628141403198,IMMUNE
UBERON:0002107 DNase-seq,.,DNase-seq,UBERON:0002107,liver,tissue,embryonic,encode,paired,False,0.7895574569702148,LIVER
UBERON:0002108 DNase-seq,.,DNase-seq,UBERON:0002108,small intestine,tissue,adult,encode,paired,False,0.5932072997093201,INTESTINE
UBERON:0002113 DNase-seq,.,DNase-seq,UBERON:0002113,kidney,tissue,adult,encode,paired,False,1.0922431945800781,
UBERON:0002129 DNase-seq,.,DNase-seq,UBERON:0002129,cerebellar cortex,tissue,adult,encode,paired,False,0.38671547174453735,BRAIN
UBERON:0002167 DNase-seq,.,DNase-seq,UBERON:0002167,right lung,tissue,embryonic,encode,single,False,1.2309776544570923,
UBERON:0002168 DNase-seq,.,DNase-seq,UBERON:0002168,left lung,tissue,adult,encode,paired,False,0.9140506386756897,
UBERON:0002170 DNase-seq,.,DNase-seq,UBERON:0002170,upper lobe of right lung,tissue,adult,encode,paired,False,0.863777756690979,
UBERON:0002171 DNase-seq,.,DNase-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,encode,paired,False,1.0217218399047852,
UBERON:0002240 DNase-seq,.,DNase-seq,UBERON:0002240,spinal cord,tissue,embryonic,encode,paired,False,0.29311633110046387,BRAIN
UBERON:0002324 DNase-seq,.,DNase-seq,UBERON:0002324,muscle of back,tissue,embryonic,encode,single,False,0.36552220582962036,
UBERON:0002331 DNase-seq,.,DNase-seq,UBERON:0002331,umbilical cord,tissue,embryonic,encode,paired,False,0.4278322160243988,
UBERON:0002367 DNase-seq,.,DNase-seq,UBERON:0002367,prostate gland,tissue,adult,encode,paired,False,0.7419143915176392,
UBERON:0002369 DNase-seq,.,DNase-seq,UBERON:0002369,adrenal gland,tissue,adult,encode,paired,False,0.24145561456680298,
UBERON:0002370 DNase-seq,.,DNase-seq,UBERON:0002370,thymus,tissue,embryonic,encode,single,False,0.23071163892745972,IMMUNE
UBERON:0002626 DNase-seq,.,DNase-seq,UBERON:0002626,head of caudate nucleus,tissue,adult,encode,paired,False,0.10091119259595871,BRAIN
UBERON:0002740 DNase-seq,.,DNase-seq,UBERON:0002740,posterior cingulate gyrus,tissue,adult,encode,paired,False,0.3267453908920288,
UBERON:0003124 DNase-seq,.,DNase-seq,UBERON:0003124,chorion,tissue,unknown,encode,single,False,2.098452568054199,
UBERON:0003662 DNase-seq,.,DNase-seq,UBERON:0003662,forelimb muscle,tissue,embryonic,encode,single,False,5.48020601272583,
UBERON:0003663 DNase-seq,.,DNase-seq,UBERON:0003663,hindlimb muscle,tissue,embryonic,encode,single,False,2.133021354675293,
UBERON:0004264 DNase-seq,.,DNase-seq,UBERON:0004264,lower leg skin,tissue,adult,encode,paired,False,0.4412038326263428,
UBERON:0004538 DNase-seq,.,DNase-seq,UBERON:0004538,left kidney,tissue,embryonic,encode,single,False,2.1672964096069336,
UBERON:0004539 DNase-seq,.,DNase-seq,UBERON:0004539,right kidney,tissue,embryonic,encode,paired,False,1.0729928016662598,
UBERON:0004992 DNase-seq,.,DNase-seq,UBERON:0004992,mucosa of descending colon,tissue,adult,encode,paired,False,0.44594788551330566,INTESTINE
UBERON:0005033 DNase-seq,.,DNase-seq,UBERON:0005033,mucosa of gallbladder,tissue,child,encode,paired,False,0.7470425963401794,
UBERON:0005270 DNase-seq,.,DNase-seq,UBERON:0005270,renal cortex interstitium,tissue,embryonic,encode,single,False,0.4723626971244812,BRAIN
UBERON:0006631 DNase-seq,.,DNase-seq,UBERON:0006631,right atrium auricular region,tissue,adult,encode,paired,False,0.8495630025863647,HEART
UBERON:0007610 DNase-seq,.,DNase-seq,UBERON:0007610,tibial artery,tissue,adult,encode,paired,False,0.6081244349479675,ARTERY
UBERON:0008367 DNase-seq,.,DNase-seq,UBERON:0008367,breast epithelium,tissue,adult,encode,paired,False,0.618876576423645,
UBERON:0008450 DNase-seq,.,DNase-seq,UBERON:0008450,psoas muscle,tissue,adult,encode,paired,False,0.9886283278465271,
UBERON:0008952 DNase-seq,.,DNase-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,encode,paired,False,0.691214382648468,LUNG
UBERON:0008953 DNase-seq,.,DNase-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,paired,False,0.6039119958877563,
UBERON:0008971 DNase-seq,.,DNase-seq,UBERON:0008971,left colon,tissue,adult,encode,paired,False,0.6561613082885742,INTESTINE
UBERON:0009834 DNase-seq,.,DNase-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,paired,False,0.20427392423152924,BRAIN
UBERON:0010414 DNase-seq,.,DNase-seq,UBERON:0010414,omental fat pad,tissue,adult,encode,paired,False,1.842028260231018,ADIPOSE
UBERON:0011907 DNase-seq,.,DNase-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,paired,False,0.8089129328727722,
UBERON:0015143 DNase-seq,.,DNase-seq,UBERON:0015143,mesenteric fat pad,tissue,adult,encode,paired,False,0.8094824552536011,
UBERON:0018115 DNase-seq,.,DNase-seq,UBERON:0018115,left renal pelvis,tissue,embryonic,encode,single,False,1.1233245134353638,
UBERON:0018116 DNase-seq,.,DNase-seq,UBERON:0018116,right renal pelvis,tissue,embryonic,encode,single,False,1.0260438919067383,
UBERON:0018117 DNase-seq,.,DNase-seq,UBERON:0018117,left renal cortex interstitium,tissue,embryonic,encode,single,False,0.9994888305664062,BRAIN
UBERON:0018118 DNase-seq,.,DNase-seq,UBERON:0018118,right renal cortex interstitium,tissue,embryonic,encode,single,False,1.2882170677185059,BRAIN
UBERON:0036149 DNase-seq,.,DNase-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,paired,False,0.48592454195022583,
UBERON:8300001 DNase-seq,.,DNase-seq,UBERON:8300001,right forelimb,tissue,embryonic,encode,paired,False,1.431964635848999,
UBERON:8300002 DNase-seq,.,DNase-seq,UBERON:8300002,left forelimb,tissue,embryonic,encode,paired,False,1.2063522338867188,
UBERON:8300003 DNase-seq,.,DNase-seq,UBERON:8300003,right hindlimb,tissue,embryonic,encode,paired,False,1.2547117471694946,
UBERON:8300004 DNase-seq,.,DNase-seq,UBERON:8300004,left hindlimb,tissue,embryonic,encode,paired,False,1.946841835975647,
