name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,histone_mark,data_source,endedness,genetically_modified,nonzero_mean,grp
EFO:0007074 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K4me3,encode,single,False,0.7011074423789978,
EFO:0007074 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K79me2,encode,single,False,1.3025755882263184,
EFO:0007074 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K9ac,encode,single,False,0.9783159494400024,
EFO:0007074 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H4K20me1,encode,single,False,0.9341121912002563,
EFO:0007076 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007076,ES-I3,cell_line,embryonic,H3K36me3,encode,single,False,1.2987866401672363,
EFO:0007076 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007076,ES-I3,cell_line,embryonic,H3K4me1,encode,single,False,0.9938431978225708,
EFO:0007076 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007076,ES-I3,cell_line,embryonic,H3K9ac,encode,single,False,1.3369234800338745,
EFO:0007083 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K27ac,encode,single,False,1.690273404121399,
EFO:0007083 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K27me3,encode,single,False,0.9886635541915894,
EFO:0007083 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K36me3,encode,single,False,0.9601725339889526,
EFO:0007083 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K4me1,encode,single,False,0.9300087094306946,
EFO:0007083 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K4me3,encode,single,False,1.015495777130127,
EFO:0007083 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K9ac,encode,single,False,0.8901925086975098,
EFO:0007083 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K9me3,encode,single,False,1.0969005823135376,
EFO:0007086 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K27ac,encode,single,False,0.8609235286712646,
EFO:0007086 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K27me3,encode,single,False,0.9851930141448975,
EFO:0007086 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K36me3,encode,single,False,1.0129314661026,
EFO:0007086 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K4me1,encode,single,False,0.9332792162895203,
EFO:0007086 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K4me3,encode,single,False,1.0370745658874512,
EFO:0007086 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K9ac,encode,single,False,1.2630641460418701,
EFO:0007086 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K9me3,encode,single,False,1.1540638208389282,
EFO:0007089 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K27ac,encode,single,False,0.8550357818603516,
EFO:0007089 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K27me3,encode,single,False,1.0195966958999634,
EFO:0007089 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K36me3,encode,single,False,1.0098785161972046,
EFO:0007089 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K4me1,encode,single,False,0.9001332521438599,
EFO:0007089 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K4me3,encode,single,False,1.1050348281860352,
EFO:0007089 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K9ac,encode,single,False,0.8477354645729065,
EFO:0007089 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K9me3,encode,single,False,1.1592868566513062,
EFO:0007096 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007096,iPS DF 19.11,cell_line,newborn,H3K36me3,encode,single,False,0.9917740225791931,
EFO:0007096 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007096,iPS DF 19.11,cell_line,newborn,H3K4me1,encode,single,False,1.209425449371338,
EFO:0007096 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007096,iPS DF 19.11,cell_line,newborn,H3K4me3,encode,single,False,1.4535536766052246,
EFO:0007096 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007096,iPS DF 19.11,cell_line,newborn,H3K9me3,encode,single,False,1.1676043272018433,
EFO:0007098 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007098,iPS DF 6.9,cell_line,newborn,H3K27me3,encode,single,False,0.8807129859924316,
EFO:0007098 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007098,iPS DF 6.9,cell_line,newborn,H3K4me3,encode,single,False,0.8723101019859314,
EFO:0007099 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007099,iPS-11a,cell_line,adult,H3K4me3,encode,single,False,1.8062061071395874,
EFO:0007102 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007102,iPS-15b,cell_line,adult,H3K27me3,encode,single,False,1.2672089338302612,
EFO:0007102 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007102,iPS-15b,cell_line,adult,H3K36me3,encode,single,False,1.6455957889556885,
EFO:0007102 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007102,iPS-15b,cell_line,adult,H3K4me1,encode,single,False,1.1997390985488892,
EFO:0007102 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007102,iPS-15b,cell_line,adult,H3K4me3,encode,single,False,1.4930837154388428,
EFO:0007102 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007102,iPS-15b,cell_line,adult,H3K9ac,encode,single,False,1.2961440086364746,
EFO:0007105 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K27me3,encode,single,False,0.9958552122116089,
EFO:0007105 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K36me3,encode,single,False,0.8784027099609375,
EFO:0007105 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K4me1,encode,single,False,0.9265301823616028,
EFO:0007105 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K4me3,encode,single,False,1.1476532220840454,
EFO:0007105 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K9ac,encode,single,False,0.9910545945167542,
EFO:0007105 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K9me3,encode,single,False,1.1282650232315063,
EFO:0007107 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007107,iPS-18c,cell_line,adult,H3K4me3,encode,single,False,1.324804663658142,
EFO:0007107 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007107,iPS-18c,cell_line,adult,H3K9me3,encode,single,False,4.074578285217285,
EFO:0007108 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K27ac,encode,single,False,0.982379138469696,
EFO:0007108 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K27me3,encode,single,False,0.9250741600990295,
EFO:0007108 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K36me3,encode,single,False,0.9049729704856873,
EFO:0007108 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K4me1,encode,single,False,0.8496806621551514,
EFO:0007108 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K4me3,encode,single,False,0.8902922868728638,
EFO:0007108 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K9ac,encode,single,False,0.8390867114067078,
EFO:0007108 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K9me3,encode,single,False,1.1647130250930786,
EFO:0007112 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H2AFZ,encode,single,False,0.8742896318435669,
EFO:0007112 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K36me3,encode,single,False,0.9616490006446838,
EFO:0007112 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K4me1,encode,single,False,0.9160391688346863,
EFO:0007112 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K4me2,encode,single,False,0.8706828951835632,
EFO:0007112 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K4me3,encode,single,False,0.8072449564933777,
EFO:0007112 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K79me2,encode,single,False,0.9605991840362549,
EFO:0007112 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K9ac,encode,single,False,0.8224473595619202,
EFO:0007116 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007116,UCSF-4,cell_line,embryonic,H3K27me3,encode,single,False,0.9684178829193115,
EFO:0007116 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007116,UCSF-4,cell_line,embryonic,H3K36me3,encode,single,False,0.9719266891479492,
EFO:0007116 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007116,UCSF-4,cell_line,embryonic,H3K4me1,encode,single,False,0.9426586031913757,
EFO:0007116 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007116,UCSF-4,cell_line,embryonic,H3K4me3,encode,single,False,0.9728504419326782,
EFO:0007116 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007116,UCSF-4,cell_line,embryonic,H3K9me3,encode,single,False,1.1920392513275146,
EFO:0007598 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007598,HAP-1,cell_line,adult,H3K27ac,encode,paired,False,0.777906596660614,
EFO:0007598 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007598,HAP-1,cell_line,adult,H3K36me3,encode,paired,False,0.7863885164260864,
EFO:0007598 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007598,HAP-1,cell_line,adult,H3K4me1,encode,paired,False,0.7626118659973145,
EFO:0007598 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007598,HAP-1,cell_line,adult,H3K4me3,encode,paired,False,0.7728875279426575,
EFO:0007610 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007610,RWPE2,cell_line,adult,H3K27ac,encode,paired,False,0.758574903011322,
EFO:0007610 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007610,RWPE2,cell_line,unknown,H3K36me3,encode,paired,False,0.7755931615829468,
EFO:0007610 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007610,RWPE2,cell_line,unknown,H3K4me3,encode,paired,False,0.6467007398605347,
EFO:0007752 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007752,VCaP,cell_line,adult,H3K27ac,encode,paired,False,0.8279675841331482,
EFO:0007950 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H2AFZ,encode,paired,False,0.7917439341545105,
EFO:0007950 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K27ac,encode,paired,False,0.7947958111763,
EFO:0007950 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K27me3,encode,single,False,0.8958479762077332,
EFO:0007950 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K36me3,encode,paired,False,0.8456178903579712,
EFO:0007950 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K4me1,encode,paired,False,0.8153598308563232,
EFO:0007950 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K4me2,encode,single,False,0.8118318319320679,
EFO:0007950 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K4me3,encode,single,False,0.8339612483978271,
EFO:0007950 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K79me2,encode,paired,False,0.8553295731544495,
EFO:0007950 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H4K20me1,encode,paired,False,0.8245225548744202,
EFO:0030018 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K27ac,encode,single,False,0.8453137874603271,
EFO:0030018 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K27me3,encode,single,False,0.8831771016120911,
EFO:0030018 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K36me3,encode,single,False,0.8955613970756531,
EFO:0030018 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K4me1,encode,single,False,0.9010633826255798,
EFO:0030018 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K4me2,encode,single,False,0.9807412028312683,
EFO:0030018 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K4me3,encode,single,False,0.866553783416748,
EFO:0030018 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K9ac,encode,single,False,0.8512776494026184,
EFO:0030018 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H3K9me3,encode,single,False,0.9261501431465149,
EFO:0030018 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0030018,BLaER1,cell_line,unknown,H4K20me1,encode,single,False,0.8451873660087585,
NTR:0000427 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K27ac,encode,paired,False,1.0220340490341187,
NTR:0000427 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K27me3,encode,single,False,0.9329742193222046,
NTR:0000427 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K36me3,encode,single,False,0.8910112380981445,
NTR:0000427 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K4me1,encode,single,False,0.8559538722038269,
NTR:0000427 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K4me3,encode,paired,False,1.0345739126205444,
NTR:0000427 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,NTR:0000427,neurosphere,primary_cell,embryonic,H3K9me3,encode,single,False,0.8926787376403809,
NTR:0000493 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K27ac,encode,single,False,1.01837956905365,HEART
NTR:0000493 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K27me3,encode,single,False,0.864700436592102,HEART
NTR:0000493 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K36me3,encode,single,False,0.8186243176460266,HEART
NTR:0000493 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K4me1,encode,single,False,0.8264829516410828,HEART
NTR:0000493 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K4me3,encode,single,False,1.0564485788345337,HEART
NTR:0000493 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,H3K9me3,encode,single,False,0.8471832871437073,HEART
NTR:0000856 Histone ChIP-seq H3K18ac,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K18ac,encode,single,False,0.8934034705162048,
NTR:0000856 Histone ChIP-seq H3K4ac,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K4ac,encode,single,False,1.5615620613098145,
NTR:0000856 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K4me2,encode,single,False,0.8411622643470764,
NTR:0000856 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K4me3,encode,single,False,0.7826849222183228,
NTR:0000856 Histone ChIP-seq H3K56ac,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K56ac,encode,single,False,1.2835445404052734,
NTR:0000856 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K79me2,encode,single,False,0.860698938369751,
NTR:0000856 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,H3K9ac,encode,single,False,0.8375087380409241,
NTR:0001226 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H2AFZ,encode,single,False,0.8161088228225708,
NTR:0001226 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H3K27ac,encode,single,False,0.7947527170181274,
NTR:0001226 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H3K4me1,encode,single,False,0.807529628276825,
NTR:0001226 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H3K4me2,encode,single,False,0.8124940991401672,
NTR:0001226 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H3K4me3,encode,single,False,1.165473461151123,
NTR:0001226 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,NTR:0001226,parathyroid adenoma,tissue,adult,H3K79me2,encode,single,False,0.7845446467399597,
NTR:0001407 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,NTR:0001407,germinal matrix,tissue,embryonic,H3K27me3,encode,single,False,1.1895791292190552,
NTR:0001407 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,NTR:0001407,germinal matrix,tissue,embryonic,H3K36me3,encode,single,False,0.9429861903190613,
NTR:0001407 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,NTR:0001407,germinal matrix,tissue,embryonic,H3K4me1,encode,single,False,0.9059633016586304,
NTR:0001407 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0001407,germinal matrix,tissue,embryonic,H3K4me3,encode,single,False,1.1096848249435425,
NTR:0001407 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,NTR:0001407,germinal matrix,tissue,embryonic,H3K9me3,encode,single,False,1.0260707139968872,
NTR:0003013 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0003013,placental basal plate,tissue,embryonic,H3K27ac,encode,single,False,1.4060741662979126,
NTR:0003079 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0003079,fibroblast of breast,primary_cell,adult,H3K27ac,encode,single,False,0.7597173452377319,
NTR:0003079 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,NTR:0003079,fibroblast of breast,primary_cell,adult,H3K36me3,encode,single,False,1.0632909536361694,
NTR:0003079 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,NTR:0003079,fibroblast of breast,primary_cell,adult,H3K4me1,encode,single,False,0.8757542967796326,
NTR:0003079 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0003079,fibroblast of breast,primary_cell,adult,H3K4me3,encode,single,False,0.8202831149101257,
UBERON:0000016 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000016,endocrine pancreas,tissue,adult,H3K27ac,encode,single,False,1.4828875064849854,ISLET
UBERON:0000016 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000016,endocrine pancreas,tissue,adult,H3K36me3,encode,single,False,2.1891863346099854,ISLET
UBERON:0000016 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000016,endocrine pancreas,tissue,adult,H3K4me1,encode,single,False,2.137770652770996,ISLET
UBERON:0000016 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000016,endocrine pancreas,tissue,adult,H3K4me3,encode,single,False,1.4818469285964966,ISLET
UBERON:0000016 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000016,endocrine pancreas,tissue,adult,H3K9ac,encode,single,False,2.1529765129089355,ISLET
UBERON:0000059 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K27ac,encode,single,False,1.276995062828064,INTESTINE
UBERON:0000059 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K27me3,encode,single,False,0.9727251529693604,INTESTINE
UBERON:0000059 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K36me3,encode,single,False,0.9926259517669678,INTESTINE
UBERON:0000059 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K4me1,encode,single,False,1.1485345363616943,INTESTINE
UBERON:0000059 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K4me3,encode,single,False,1.3408679962158203,INTESTINE
UBERON:0000059 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0000059,large intestine,tissue,embryonic,H3K9me3,encode,single,False,1.536685585975647,INTESTINE
UBERON:0000088 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000088,trophoblast,tissue,embryonic,H3K27ac,encode,single,False,1.0545294284820557,
UBERON:0000088 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000088,trophoblast,tissue,embryonic,H3K36me3,encode,single,False,0.7907378077507019,
UBERON:0000088 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000088,trophoblast,tissue,embryonic,H3K4me1,encode,single,False,1.0091884136199951,
UBERON:0000305 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000305,amnion,tissue,embryonic,H3K36me3,encode,single,False,1.0920192003250122,
UBERON:0000305 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000305,amnion,tissue,embryonic,H3K4me1,encode,single,False,1.0551388263702393,
UBERON:0000305 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000305,amnion,tissue,embryonic,H3K4me3,encode,single,False,0.9844587445259094,
UBERON:0000317 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K27ac,encode,single,False,0.7492919564247131,INTESTINE
UBERON:0000317 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K27me3,encode,single,False,1.7739183902740479,INTESTINE
UBERON:0000317 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K36me3,encode,single,False,1.8659192323684692,INTESTINE
UBERON:0000317 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K4me1,encode,single,False,0.9417597651481628,INTESTINE
UBERON:0000317 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K4me3,encode,single,False,0.739352285861969,INTESTINE
UBERON:0000317 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000317,colonic mucosa,tissue,adult,H3K9ac,encode,single,False,0.9502277374267578,INTESTINE
UBERON:0000320 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K27ac,encode,single,False,1.5512161254882812,
UBERON:0000320 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K27me3,encode,single,False,1.077257752418518,
UBERON:0000320 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K36me3,encode,single,False,0.8997368216514587,
UBERON:0000320 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K4me1,encode,single,False,0.8478185534477234,
UBERON:0000320 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K4me3,encode,single,False,0.9015464782714844,
UBERON:0000320 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K9ac,encode,single,False,0.8578343391418457,
UBERON:0000320 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0000320,duodenal mucosa,tissue,adult,H3K9me3,encode,single,False,1.0300414562225342,
UBERON:0000473 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000473,testis,tissue,adult,H3K27ac,encode,single,False,0.8015499114990234,
UBERON:0000473 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000473,testis,tissue,adult,H3K4me1,encode,single,False,0.8120537400245667,
